X,Y
3.3491583779276555,3.8235992176658473
4.774266983622487,14.576162230781366
1.57306455795502,1.7240223382537547
1.9748885373888516,11.296490617637698
4.927914664676763,3.954141923626089
4.618859169758928,12.359387906372673
2.6179700217411326,1.6679256445938222
1.1067830599657749,11.13113272698636
0.8331793840889347,3.911793761876431
4.36122421492272,8.75978664733902
4.711553856264519,5.877978247337982
2.1530005936023526,13.88627630771854
1.6457505251532372,2.22469363431172
1.148527883021659,9.634335377716395
0.9033848915385666,1.2438759007351392
1.2243574616452253,14.015421535799357
1.1039220807247525,2.1817643747126843
5.562963423318418,9.365780201705308
